player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
254578,/player/254578/david-ayala/240002,24.0,2.0,2023-09-22,D. Ayala,Maximiliano David Ayala,"CDM, CM",67,74,1900000.0,2000.0,20,2002-07-26,173,62,111140.0,Portland Timbers,39.0,Major League Soccer,1.0,SUB,24.0,,2022-02-10,2025.0,52,Argentina,,,,Left,3,3,1,Medium/Medium,Lean (170-185),No,3200000.0,,,72.0,45.0,62.0,67.0,63.0,56.0,44,38,51,74,39,62,41,43,70,71,75,69,76,64,84,63,58,64,49,43,65,65,49,63,47,64.0,62,67,64,7,8,11,12,8,,56+2,56+2,56+2,60,60,60,60,60,63+2,63+2,63+2,62+2,65+2,65+2,65+2,62+2,64+2,66+2,66+2,66+2,64+2,64+2,62+2,62+2,62+2,64+2,15+2
254579,/player/254579/lucas-da-cunha/240002,24.0,2.0,2023-09-22,L. Da Cunha,Lucas Da Cunha,"CAM, RM",71,76,2900000.0,3000.0,22,2001-06-09,176,69,1745.0,Como,32.0,Serie B,2.0,RAM,33.0,,2023-01-16,2026.0,18,France,,,,Left,3,3,1,High/Medium,Lean (170-185),No,4900000.0,,Trivela,76.0,67.0,68.0,74.0,39.0,55.0,62,64,56,72,60,74,68,57,69,75,78,75,80,63,73,71,66,60,54,72,50,33,70,67,62,65.0,31,44,42,8,9,14,15,14,,68+2,68+2,68+2,71,70,70,70,71,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2,57+2,55+2,55+2,55+2,57+2,54+2,48+2,48+2,48+2,54+2,17+2
254586,/player/254586/alan-marinelli/240002,24.0,2.0,2023-09-22,A. Marinelli,Alan Nicolás Marinelli,"RM, ST, LM",64,70,925000.0,4000.0,24,1999-04-07,174,70,112713.0,Sarmiento,353.0,Liga Profesional,1.0,RES,9.0,Rosario Central,,2024.0,52,Argentina,,,,Left,3,3,1,Medium/Low,Normal (170-185),No,,,,80.0,60.0,58.0,67.0,36.0,51.0,65,63,43,61,48,68,49,44,50,66,79,80,75,52,75,63,55,54,51,57,47,29,50,55,51,47.0,38,36,32,8,6,10,10,14,,59+2,59+2,59+2,64,62,62,62,64,61+2,61+2,61+2,63+2,55+2,55+2,55+2,63+2,52+2,47+2,47+2,47+2,52+2,49+2,43+2,43+2,43+2,49+2,14+2
254587,/player/254587/matias-esquivel/240002,24.0,2.0,2023-09-22,M. Esquivel,Matías Eduardo Esquivel,"CM, RM, LM",68,75,2400000.0,6000.0,24,1999-03-22,164,63,110395.0,Lanús,353.0,Liga Profesional,1.0,RES,32.0,,2019-12-08,2023.0,52,Argentina,,,,Left,3,3,1,Medium/Low,Lean (170-),No,4100000.0,,Technical,82.0,66.0,70.0,73.0,52.0,62.0,64,59,42,72,57,74,84,73,71,72,83,81,79,59,83,73,64,69,61,76,57,46,65,69,62,71.0,47,63,57,15,14,12,5,8,,65+2,65+2,65+2,70,69,69,69,70,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,64+2,62+2,62+2,62+2,64+2,62+2,56+2,56+2,56+2,62+2,16+2
254588,/player/254588/billy-koumetio/240002,24.0,2.0,2023-09-22,B. Koumetio,Billy Koumetio,CB,63,75,1100000.0,11000.0,20,2002-11-14,195,81,111276.0,Dunkerque,17.0,Ligue 2,2.0,RES,89.0,Liverpool,,2024.0,18,France,,,,Left,3,2,1,Medium/Medium,Normal (185+),Yes,,,,60.0,32.0,43.0,44.0,61.0,72.0,33,29,65,51,28,33,36,28,50,53,55,64,54,55,45,45,75,55,81,23,68,59,31,40,40,53.0,57,64,60,14,11,6,14,9,,46+2,46+2,46+2,42,43,43,43,42,44+2,44+2,44+2,45+2,47+2,47+2,47+2,45+2,53+2,57+2,57+2,57+2,53+2,56+2,63+2,63+2,63+2,56+2,16+2
254601,/player/254601/gaston-olveira/240002,24.0,2.0,2023-09-22,G. Olveira,Gastón Hernán Olveira Echeverría,GK,73,73,2000000.0,700.0,30,1993-04-21,191,80,101108.0,Olimpia,337.0,Primera División,1.0,GK,1.0,,2022-01-16,2023.0,60,Uruguay,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,4400000.0,,,,,,,,,13,8,12,25,8,11,13,12,19,15,16,23,27,72,29,43,54,18,63,5,21,12,6,41,12,34.0,9,12,10,72,75,57,70,73,19.0,22+2,22+2,22+2,20,22,22,22,20,23+2,23+2,23+2,21+2,24+2,24+2,24+2,21+2,19+2,23+2,23+2,23+2,19+2,19+2,22+2,22+2,22+2,19+2,72+1
254605,/player/254605/marcos-montiel/240002,24.0,2.0,2023-09-22,M. Montiel,Marcos Daniel Montiel González,"CDM, CM, CB",68,69,1200000.0,500.0,27,1995-07-12,186,77,111325.0,Nacional,338.0,Primera Division,1.0,SUB,14.0,,2023-01-10,2023.0,60,Uruguay,,,,Right,3,2,1,Medium/High,Lean (185+),No,2700000.0,,Long Throw,72.0,47.0,59.0,51.0,68.0,77.0,63,36,58,59,71,36,44,36,62,63,62,81,73,64,68,66,74,82,81,47,62,74,55,63,39,49.0,65,68,70,14,10,6,6,10,,56+2,56+2,56+2,56,55,55,55,56,56+2,56+2,56+2,58+2,61+2,61+2,61+2,58+2,67+2,67+2,67+2,67+2,67+2,68+1,68+1,68+1,68+1,68+1,16+2
254608,/player/254608/emanuel-hernandez/240002,24.0,2.0,2023-09-22,E. Hernández,Juan Emanuel Hernández Rodríguez,CB,65,70,950000.0,3000.0,25,1997-10-30,190,73,112713.0,Sarmiento,353.0,Liga Profesional,1.0,RES,27.0,,2023-01-01,2025.0,60,Uruguay,,,,Right,3,2,1,Low/Medium,Lean (185+),No,1400000.0,,,34.0,26.0,39.0,46.0,67.0,69.0,26,24,59,48,28,34,28,27,40,58,34,34,52,62,52,33,69,63,73,20,65,65,27,39,34,50.0,68,70,65,11,15,10,6,7,,40+2,40+2,40+2,39,40,40,40,39,41+2,41+2,41+2,41+2,47+2,47+2,47+2,41+2,54+2,59+2,59+2,59+2,54+2,56+2,65+2,65+2,65+2,56+2,16+2
254626,/player/254626/luis-urruti/240002,24.0,2.0,2023-09-22,L. Urruti,Luis Alfredo Urruti Giménez,"LM, ST",69,69,1300000.0,650.0,30,1992-09-11,172,64,111014.0,Universitario,2020.0,Primera Division,1.0,LS,11.0,,2021-01-15,2027.0,60,Uruguay,,,,Right,2,4,1,High/Medium,Normal (170-185),No,2900000.0,,,75.0,66.0,65.0,69.0,17.0,47.0,69,66,54,67,43,68,45,73,59,70,76,74,69,72,82,71,55,59,39,69,50,10,65,63,63,65.0,16,10,13,14,5,8,14,7,,65+2,65+2,65+2,69,68,68,68,69,68+1,68+1,68+1,68+1,60+2,60+2,60+2,68+1,47+2,42+2,42+2,42+2,47+2,43+2,32+2,32+2,32+2,43+2,17+2
254634,/player/254634/oscar-hernandez/240002,24.0,2.0,2023-09-22,Ó. Hernández,Óscar Javier Hernández Niño,"CDM, LB, CB",66,66,725000.0,700.0,30,1993-02-24,176,70,112578.0,Rionegro Águilas,336.0,Liga BetPlay,1.0,LB,27.0,,2020-01-01,2023.0,61,Venezuela,,,,Right,3,2,1,Medium/High,Normal (170-185),No,979000.0,,,66.0,49.0,57.0,63.0,64.0,68.0,36,55,55,67,31,65,35,38,66,62,65,66,62,61,71,41,66,71,68,48,66,66,65,66,35,51.0,65,65,63,10,8,6,10,7,,58+2,58+2,58+2,60,61,61,61,60,63+2,63+2,63+2,62+2,64+2,64+2,64+2,62+2,62+2,65+1,65+1,65+1,62+2,62+2,64+2,64+2,64+2,62+2,14+2
254637,/player/254637/nahom-girmai-netabay/240002,24.0,2.0,2023-09-22,N. Netabay,Nahom Girmai Netabay,"CM, CAM, CF",65,65,725000.0,1000.0,28,1994-08-28,172,68,1439.0,Kalmar,56.0,Allsvenskan,1.0,RCM,22.0,,2022-01-08,2023.0,46,Sweden,,,,Left,3,3,1,High/Medium,Lean (170-185),No,906000.0,,Technical,77.0,57.0,61.0,67.0,55.0,64.0,52,57,42,66,48,65,52,52,63,65,76,78,80,64,82,56,59,82,59,60,54,60,65,64,51,61.0,55,56,53,14,9,7,9,15,,61+2,61+2,61+2,65,64,64,64,65,65,65,65,65,65,65,65,65,63+2,62+2,62+2,62+2,63+2,62+2,57+2,57+2,57+2,62+2,17+2
254638,/player/254638/sebastian-s-sebulonsen/240002,24.0,2.0,2023-09-22,S. Sebulonsen,Sebastian Søraas Sebulonsen,RB,67,71,1400000.0,4000.0,23,2000-01-27,181,78,269.0,Brøndby,1.0,Superliga,1.0,RWB,2.0,,2022-07-14,2026.0,36,Norway,,,,Right,2,2,1,High/Medium,Normal (170-185),No,1900000.0,,"Power Header, Whipped Cross, Long Throw",82.0,60.0,59.0,64.0,58.0,74.0,67,61,59,61,48,63,54,47,60,66,80,83,69,60,64,67,78,82,73,53,65,57,65,51,48,57.0,55,61,59,13,14,14,5,9,,64+2,64+2,64+2,65,64,64,64,65,62+2,62+2,62+2,66+2,61+2,61+2,61+2,66+2,65+2,62+2,62+2,62+2,65+2,65+2,62+2,62+2,62+2,65+2,16+2
254646,/player/254646/kevin-de-la-hoz/240002,24.0,2.0,2023-09-22,K. De La Hoz,Kevin Eduardo De La Hoz Morys,RB,65,69,950000.0,500.0,24,1998-07-15,172,70,114611.0,Academia Puerto Cabello,2019.0,Primera Division,1.0,RB,17.0,,2021-02-10,2023.0,61,Venezuela,,,,Right,3,2,1,High/Low,Normal (170-185),No,2100000.0,,,65.0,38.0,50.0,54.0,65.0,67.0,48,36,65,62,32,41,44,36,42,65,55,73,64,66,73,45,67,65,68,34,65,62,35,40,51,48.0,64,68,65,7,12,13,14,7,,51+2,51+2,51+2,51,50,50,50,51,51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,62+2,61+2,61+2,61+2,62+2,63+2,65+2,65+2,65+2,63+2,16+2
254650,/player/254650/gonzalo-viera/240002,24.0,2.0,2023-09-22,G. Viera,Gonzalo Viera Davyt,CB,67,67,180000.0,500.0,36,1987-02-08,185,79,112184.0,River Plate,338.0,Primera Division,1.0,RCB,13.0,,2022-07-20,2023.0,60,Uruguay,,,,Right,2,2,1,Medium/High,Normal (185+),No,387000.0,,Power Header,33.0,37.0,47.0,47.0,71.0,67.0,41,32,76,52,38,51,43,34,67,44,36,30,34,49,43,49,77,36,82,33,68,73,34,35,51,65.0,76,67,55,7,7,7,7,7,,46+2,46+2,46+2,41,42,42,42,41,43+2,43+2,43+2,43+2,49+2,49+2,49+2,43+2,52+2,60+2,60+2,60+2,52+2,54+2,67,67,67,54+2,12+2
254653,/player/254653/matias-arezo/240002,24.0,2.0,2023-09-22,M. Arezo,Douglas Matías Arezo Martínez,ST,72,82,5000000.0,800.0,20,2002-11-21,175,76,101110.0,Peñarol,338.0,Primera Division,1.0,SUB,19.0,,2022-01-31,2026.0,60,Uruguay,,,,Right,3,4,1,High/Medium,Normal (170-185),No,12000000.0,,"Finesse Shot, Technical",68.0,74.0,61.0,72.0,42.0,64.0,59,74,66,65,69,69,58,60,49,75,75,62,79,75,77,78,75,60,67,72,59,49,74,67,74,63.0,28,44,43,8,6,12,10,9,,72+2,72+2,72+2,70,72,72,72,70,70+2,70+2,70+2,68+2,65+2,65+2,65+2,68+2,57+2,55+2,55+2,55+2,57+2,56+2,53+2,53+2,53+2,56+2,16+2
254660,/player/254660/jan-thielmann/240002,24.0,2.0,2023-09-22,J. Thielmann,Jan Thielmann,"RM, ST, LM",72,81,5500000.0,14000.0,21,2002-05-26,178,72,31.0,FC Köln,19.0,Bundesliga,1.0,SUB,29.0,,2019-07-01,2024.0,21,Germany,,,,Right,3,3,1,High/High,Normal (170-185),No,11000000.0,,Rapid,81.0,69.0,66.0,72.0,45.0,66.0,65,69,60,69,62,71,67,44,65,74,84,79,76,73,79,73,74,77,58,69,69,51,67,68,65,62.0,44,39,41,15,7,13,11,14,,70+2,70+2,70+2,72,71,71,71,72,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,62+2,60+2,60+2,60+2,62+2,60+2,54+2,54+2,54+2,60+2,19+2
254672,/player/254672/marcel-guaramato/240002,24.0,2.0,2023-09-22,M. Guaramato,Marcel Daniel Guaramato García,"RB, RM",68,68,1100000.0,500.0,29,1993-11-02,174,71,111332.0,Estudiantes Mérida,2019.0,Primera Division,1.0,RB,6.0,,2022-01-12,2023.0,61,Venezuela,,,,Right,3,2,1,High/Medium,Normal (170-185),No,2400000.0,,,84.0,30.0,55.0,55.0,64.0,68.0,68,32,55,65,32,48,50,26,48,60,85,84,72,55,55,31,77,59,70,22,72,70,44,40,32,62.0,63,65,63,10,7,6,14,7,,49+2,49+2,49+2,55,51,51,51,55,52+2,52+2,52+2,57+2,53+2,53+2,53+2,57+2,65+2,62+2,62+2,62+2,65+2,66+2,65+2,65+2,65+2,66+2,14+2
254677,/player/254677/richard-figueroa/240002,24.0,2.0,2023-09-22,R. Figueroa,Richard José Figueroa Avilés,"RM, LM",66,66,925000.0,500.0,26,1996-08-04,173,70,114611.0,Academia Puerto Cabello,2019.0,Primera Division,1.0,SUB,14.0,,2023-01-19,2023.0,61,Venezuela,,,,Right,3,4,1,High/Medium,Normal (170-185),No,2000000.0,,"Technical, Trickster",77.0,64.0,60.0,67.0,25.0,53.0,64,66,62,65,62,71,41,55,58,65,79,75,66,63,68,60,72,56,57,65,32,21,58,55,70,46.0,18,24,20,14,13,9,13,5,,64+2,64+2,64+2,66,65,65,65,66,64+2,64+2,64+2,65+1,58+2,58+2,58+2,65+1,48+2,44+2,44+2,44+2,48+2,45+2,38+2,38+2,38+2,45+2,17+2
254678,/player/254678/guillermo-paiva/240002,24.0,2.0,2023-09-22,G. Paiva,Guillermo Miguel Paiva Ayala,ST,67,70,1400000.0,500.0,25,1997-08-17,181,77,101108.0,Olimpia,337.0,Primera División,1.0,SUB,16.0,,2018-07-01,2027.0,58,Paraguay,,,,Right,3,2,1,High/Low,Normal (170-185),No,3200000.0,,,55.0,70.0,53.0,65.0,26.0,61.0,40,75,73,64,65,68,38,50,55,65,51,59,55,61,61,64,74,48,72,66,45,19,64,48,70,59.0,21,22,20,13,12,13,7,6,,67+2,67+2,67+2,61,64,64,64,61,62+2,62+2,62+2,59+2,56+2,56+2,56+2,59+2,42+2,43+2,43+2,43+2,42+2,40+2,41+2,41+2,41+2,40+2,15+2
254680,/player/254680/yassin-oukili/240002,24.0,2.0,2023-09-22,Y. Oukili,Yassin Oukili,"CM, CDM",65,72,1400000.0,3000.0,22,2001-01-03,187,88,1905.0,RKC Waalwijk,10.0,Eredivisie,1.0,LDM,6.0,,2021-01-20,2025.0,129,Morocco,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,2300000.0,,,63.0,55.0,61.0,65.0,54.0,72.0,49,55,43,67,50,66,51,54,65,68,59,66,56,65,57,58,60,79,76,57,54,61,61,66,36,61.0,52,55,49,9,8,8,14,9,,60+2,60+2,60+2,62,63,63,63,62,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,61+2,63+2,63+2,63+2,61+2,59+2,58+2,58+2,58+2,59+2,16+2
254685,/player/254685/nawaf-boushal/240002,24.0,2.0,2023-09-22,N. Boushal,Nawaf Boushal,RB,64,71,1100000.0,7000.0,23,1999-09-16,175,65,112139.0,Al Nassr,350.0,Pro League,1.0,SUB,12.0,,2023-01-20,2027.0,183,Saudi Arabia,,,,Right,3,2,1,High/Medium,Lean (170-185),No,2000000.0,,Intercept,80.0,36.0,47.0,62.0,60.0,72.0,52,30,40,50,39,62,46,33,46,56,78,81,80,53,75,40,71,79,68,38,73,65,51,41,47,49.0,55,65,65,12,12,12,9,7,,49+2,49+2,49+2,55,52,52,52,55,52+2,52+2,52+2,56+2,53+2,53+2,53+2,56+2,62+2,59+2,59+2,59+2,62+2,62+2,61+2,61+2,61+2,62+2,15+2
254692,/player/254692/ebrima-colley/240002,24.0,2.0,2023-09-22,E. Colley,Ebrima Colley,"RM, RW, LW",67,73,1600000.0,12000.0,23,2000-02-01,182,75,900.0,Young Boys,189.0,Super League,1.0,SUB,11.0,Atalanta,,2024.0,116,Gambia,,,,Right,3,2,1,High/Medium,Normal (170-185),No,,,Rapid,83.0,62.0,59.0,71.0,27.0,55.0,58,62,63,64,50,72,62,68,53,71,84,82,77,61,68,65,75,59,58,61,37,25,65,54,70,57.0,22,24,22,6,7,6,12,5,,66+2,66+2,66+2,68,67,67,67,68,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,50+2,45+2,45+2,45+2,50+2,47+2,40+2,40+2,40+2,47+2,13+2
254694,/player/254694/francisco-ginella/240002,24.0,2.0,2023-09-22,F. Ginella,Francisco Ginella Dabezies,"CM, CDM",68,75,2400000.0,500.0,24,1999-01-21,178,72,111325.0,Nacional,338.0,Primera Division,1.0,SUB,17.0,,2020-01-01,2024.0,60,Uruguay,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,5800000.0,,Trivela,70.0,56.0,63.0,70.0,59.0,64.0,46,56,42,72,48,70,36,35,69,71,77,65,70,65,70,58,62,67,64,54,63,61,68,73,43,70.0,65,60,55,6,7,12,6,11,,62+2,62+2,62+2,66,67,67,67,66,69+2,69+2,69+2,67+2,68+2,68+2,68+2,67+2,63+2,66+2,66+2,66+2,63+2,62+2,61+2,61+2,61+2,62+2,14+2
254695,/player/254695/franco-ibarra/240002,24.0,2.0,2023-09-22,F. Ibarra,Franco Gabriel Ibarra,"CDM, CM",63,73,1000000.0,1000.0,22,2001-04-28,175,69,111651.0,Toronto,39.0,Major League Soccer,1.0,CDM,5.0,Atlanta United,,2023.0,52,Argentina,,,,Right,3,2,1,Medium/High,Normal (170-185),No,,,,67.0,47.0,54.0,58.0,64.0,61.0,48,40,56,59,39,57,43,41,55,57,70,65,65,64,68,57,60,72,52,50,71,65,62,55,42,48.0,64,68,62,7,6,8,8,6,,55+2,55+2,55+2,57,57,57,57,57,57+2,57+2,57+2,58+2,59+2,59+2,59+2,58+2,62+2,62+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,13+2
254699,/player/254699/krzysztof-toporkiewicz/240002,24.0,2.0,2023-09-22,K. Toporkiewicz,Krzysztof Toporkiewicz,ST,55,69,325000.0,1000.0,21,2002-04-21,176,70,110745.0,Jagiellonia Białystok,66.0,Ekstraklasa,1.0,SUB,21.0,,2019-11-29,2024.0,37,Poland,,,,Right,2,2,1,Medium/Low,Lean (170-185),No,642000.0,,,72.0,54.0,43.0,56.0,18.0,47.0,30,56,47,55,48,54,40,29,31,55,69,74,64,53,73,55,48,55,47,49,36,17,54,46,53,48.0,16,13,12,14,12,10,8,6,,55+2,55+2,55+2,54,55,55,55,54,54+2,54+2,54+2,52+2,46+2,46+2,46+2,52+2,38+2,35+2,35+2,35+2,38+2,36+2,30+2,30+2,30+2,36+2,15+2
254700,/player/254700/carlos-arrua/240002,24.0,2.0,2023-09-22,C. Arrua,Carlos Alberto Arrua García,"CAM, CM, RM",67,70,1300000.0,5000.0,25,1997-07-30,172,70,110406.0,Colón,353.0,Liga Profesional,1.0,SUB,26.0,,2018-01-01,2024.0,58,Paraguay,,,,Right,3,3,1,High/Medium,Lean (170-185),No,2000000.0,,,70.0,68.0,63.0,69.0,62.0,62.0,50,70,36,68,38,75,55,72,60,67,70,70,61,60,59,70,53,80,59,72,49,60,60,68,70,55.0,60,71,70,7,9,13,6,14,,63+2,63+2,63+2,66,67,67,67,66,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,65+2,60+2,60+2,60+2,65+2,15+2
254701,/player/254701/danilo-santacruz/240002,24.0,2.0,2023-09-22,D. Santacruz,Juan Danilo Santacruz González,"CAM, RM, LM",70,70,1600000.0,1000.0,28,1995-06-12,177,74,112744.0,Deportivo Pereira,336.0,Liga BetPlay,1.0,SUB,28.0,,2023-04-28,2023.0,58,Paraguay,,,,Right,4,4,1,High/Medium,Normal (170-185),No,2200000.0,,"Technical, Flair",81.0,70.0,61.0,72.0,30.0,52.0,46,70,39,68,65,74,70,71,45,72,78,83,81,65,64,70,62,33,66,72,40,24,67,70,65,60.0,33,26,32,10,6,13,9,9,,67+2,67+2,67+2,70,70,70,70,70,70,70,70,66+2,60+2,60+2,60+2,66+2,48+2,46+2,46+2,46+2,48+2,46+2,42+2,42+2,42+2,46+2,15+2
254703,/player/254703/nestor-gimenez/240002,24.0,2.0,2023-09-22,N. Giménez,Néstor Rafael Giménez Florentín,"LB, CB",64,67,725000.0,500.0,25,1997-07-24,174,72,111008.0,Libertad,337.0,Primera División,1.0,LB,4.0,,2023-01-03,2027.0,58,Paraguay,,,,Left,3,2,1,Medium/High,Normal (170-185),No,1600000.0,,,71.0,34.0,52.0,57.0,60.0,59.0,64,40,48,63,21,55,40,22,51,61,65,76,56,64,53,33,59,58,62,24,51,62,30,33,33,45.0,60,62,59,10,8,13,6,9,,48+2,48+2,48+2,54,50,50,50,54,51+2,51+2,51+2,56+2,52+2,52+2,52+2,56+2,62+2,59+2,59+2,59+2,62+2,62+2,60+2,60+2,60+2,62+2,15+2
254711,/player/254711/edgar-zaracho/240002,24.0,2.0,2023-09-22,E. Zaracho,Edgar Catalino Zaracho Zorrilla,"CM, CDM",65,65,450000.0,500.0,33,1989-11-25,179,75,116295.0,Sportivo Ameliano,337.0,Primera División,1.0,RCM,6.0,,2022-02-06,2027.0,58,Paraguay,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,968000.0,,Incisive Pass,58.0,53.0,67.0,61.0,51.0,61.0,62,52,55,69,33,60,44,55,67,66,57,58,61,60,53,55,64,61,68,58,44,61,61,76,51,55.0,40,55,49,13,6,14,6,9,,58+2,58+2,58+2,62,62,62,62,62,64+1,64+1,64+1,63+2,65,65,65,63+2,59+2,60+2,60+2,60+2,59+2,57+2,55+2,55+2,55+2,57+2,14+2
254714,/player/254714/juan-espinola/240002,24.0,2.0,2023-09-22,J. Espínola,Juan Ángel Espínola González,GK,71,74,1700000.0,550.0,28,1994-11-02,185,89,101108.0,Olimpia,337.0,Primera División,1.0,SUB,12.0,,2021-01-25,2023.0,58,Paraguay,,,,Right,2,1,1,Medium/Medium,Stocky (185+),No,3900000.0,,,,,,,,,15,10,24,31,8,22,29,23,38,26,42,36,32,58,62,54,66,33,68,9,35,20,7,50,25,40.0,21,16,14,71,70,72,73,72,40.0,28+2,28+2,28+2,26,28,28,28,26,30+2,30+2,30+2,29+2,31+2,31+2,31+2,29+2,26+2,31+2,31+2,31+2,26+2,26+2,30+2,30+2,30+2,26+2,70+2
254744,/player/254744/ezequiel-alfonso/240002,24.0,2.0,2023-09-22,E. Alfonso,Elías Ezequiel Alfonso Aranda,"RM, LM",67,73,1600000.0,500.0,23,1999-09-25,173,73,111004.0,Tacuary,337.0,Primera División,1.0,SUB,20.0,,2023-01-01,2023.0,58,Paraguay,,,,Right,3,4,1,Medium/Medium,Normal (170-185),No,3800000.0,,Quick Step,78.0,53.0,58.0,69.0,25.0,59.0,67,61,45,55,36,70,57,39,47,65,71,84,82,60,81,56,59,82,57,35,36,16,63,65,53,50.0,21,26,29,9,9,12,12,5,,60+2,60+2,60+2,65,63,63,63,65,62+2,62+2,62+2,66+2,56+2,56+2,56+2,66+2,51+2,43+2,43+2,43+2,51+2,48+2,37+2,37+2,37+2,48+2,15+2
254749,/player/254749/francisco-bareiro/240002,24.0,2.0,2023-09-22,F. Bareiro,Francisco Vidal Bareiro Muñoz,ST,64,69,900000.0,500.0,23,1999-11-21,192,93,112914.0,Metropolitanos,2019.0,Primera Division,1.0,SUB,35.0,,2023-01-24,2027.0,58,Paraguay,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,2000000.0,#Strength,Aerial,47.0,66.0,50.0,60.0,19.0,67.0,48,70,72,55,60,60,32,58,33,62,44,50,61,58,57,64,78,51,86,61,37,13,68,56,68,60.0,15,10,15,5,5,12,13,10,,64+2,64+2,64+2,58,61,61,61,58,58+2,58+2,58+2,56+2,51+2,51+2,51+2,56+2,38+2,37+2,37+2,37+2,38+2,36+2,37+2,37+2,37+2,36+2,14+2
254752,/player/254752/sontje-hansen/240002,24.0,2.0,2023-09-22,S. Hansen,Misjonne Juniffer Naigelino Hansen,"RW, ST, LW",65,77,1800000.0,3000.0,21,2002-05-18,173,69,1910.0,NEC,10.0,Eredivisie,1.0,RM,10.0,,2023-07-01,2027.0,34,Netherlands,,,,Right,4,4,1,High/Medium,Normal (170-185),No,3100000.0,,"Flair, Trivela",82.0,63.0,57.0,69.0,28.0,58.0,52,63,53,61,62,69,59,50,46,66,84,81,79,58,77,66,60,64,57,59,50,21,59,63,62,60.0,22,32,27,7,10,8,7,14,,63+2,63+2,63+2,65,65,65,65,65,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,49+2,45+2,45+2,45+2,49+2,47+2,40+2,40+2,40+2,47+2,15+2
254756,/player/254756/blas-armoa/240002,24.0,2.0,2023-09-22,B. Armoa,Blas Esteban Armoa Núñez,RM,69,77,3100000.0,6000.0,23,2000-02-03,175,69,111715.0,Tigre,353.0,Liga Profesional,1.0,RM,18.0,,2022-02-13,2025.0,58,Paraguay,,,,Right,3,3,1,High/Low,Normal (170-185),No,5300000.0,,Rapid,80.0,63.0,63.0,67.0,23.0,57.0,70,72,44,68,40,65,45,42,62,68,79,81,74,66,76,47,60,64,57,66,45,21,67,60,53,65.0,18,22,20,10,11,9,9,12,,64+2,64+2,64+2,69,67,67,67,69,67+2,67+2,67+2,68+2,61+2,61+2,61+2,68+2,51+2,46+2,46+2,46+2,51+2,47+2,37+2,37+2,37+2,47+2,17+2
254758,/player/254758/valdeci-moreira-da-silva/240002,24.0,2.0,2023-09-22,Valdeci,Valdeci Moreira da Silva,"LM, RM",62,62,400000.0,500.0,28,1995-03-26,169,69,111004.0,Tacuary,337.0,Primera División,1.0,SUB,19.0,,2022-08-31,2024.0,54,Brazil,,,,Right,4,3,1,Medium/Low,Lean (170-),No,860000.0,,,62.0,61.0,61.0,62.0,40.0,54.0,63,60,52,60,61,62,58,63,61,63,62,62,69,55,53,63,55,53,54,61,55,43,59,61,64,56.0,38,38,35,14,12,13,13,10,,59+2,59+2,59+2,61,60,60,60,61,61+1,61+1,61+1,61+1,58+2,58+2,58+2,61+1,52+2,51+2,51+2,51+2,52+2,50+2,46+2,46+2,46+2,50+2,17+2
